Ward,Suburb,Property_code,Park_Name,Node_ID,Node_Name,Item_ID,Item_Type,Item_Description,Latitude,Longitude,Easting,Northing,Equipment_ID
THE GAP,THE GAP,D0637,WITTONGA PARK,B-RE-1607-N003,BALANCE OF PARK,32189,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4392,152.935,493547,6964920,200481646
THE GAP,THE GAP,D0637,WITTONGA PARK,B-RE-1607-N003,BALANCE OF PARK,80309,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4389,152.934,493500,6964950,200504598
THE GAP,THE GAP,D0637,WITTONGA PARK,B-RE-1607-N003,BALANCE OF PARK,88304,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4398,152.933,493362,6964850,200508562
THE GAP,THE GAP,D0637,WITTONGA PARK,B-RE-1607-N008,ALUTHA RD DOG OFF LEASH AREA,29910,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.44,152.932,493306,6964830,200480551
THE GAP,THE GAP,D0637,WITTONGA PARK,B-RE-1607-N008,ALUTHA RD DOG OFF LEASH AREA,44777,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.4397,152.932,493276,6964860,200487601
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,B-RE-1609-N002,MCPHERSON PK SHARED PATHWAY,19483,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3224,153.042,504179,6977860,200477115
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,B-RE-1609-N002,MCPHERSON PK SHARED PATHWAY,45849,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3213,153.042,504119,6977980,200488252
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,B-RE-1609-N002,MCPHERSON PK SHARED PATHWAY,77883,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.322,153.042,504125,6977900,200502909
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,B-RE-1609-N002,MCPHERSON PK SHARED PATHWAY,77906,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3229,153.043,504218,6977800,200502932
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,B-RE-1609-N002,MCPHERSON PK SHARED PATHWAY,79462,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3222,153.042,504163,6977880,200504159
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,B-RE-1609-N002,MCPHERSON PK SHARED PATHWAY,79467,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3225,153.042,504192,6977840,200504164
BRACKEN RIDGE,BRACKEN RIDGE,D0635,MCPHERSON PARK,B-RE-1609-N008,BRACKEN RIDGE DISTRICT CRICKET & ATHLETIC FACILITY,161921,BUBBLER/DRINKING FOUNTAIN,900MM TROUGH WITH TWO BUBBLERS,-27.322,153.042,504173,6977900,200549036
MCDOWALL,EVERTON PARK,D0633,BROOK STREET PARK,B-RE-1611-N001,BALANCE OF PARK,150651,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.41,152.987,498753,6968150,200543097
MACGREGOR,EIGHT MILE PLAINS,D0632,PRIESTDALE ROAD PARK (NO.2596),B-RE-1612-N001,BALANCE OF PARK,45449,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5837,153.099,509816,6948910,200488003
RUNCORN,SUNNYBANK,D0664,YIMBUN PARK,B-RE-1613-N002,BALANCE OF PARK,44457,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5738,153.073,507249,6950010,200487387
RUNCORN,SUNNYBANK,D0664,YIMBUN PARK,B-RE-1613-N003,YIMBUN PK BIKEWAY NETWORK,36946,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.574,153.076,507466,6949980,200483726
RUNCORN,SUNNYBANK,D0664,YIMBUN PARK,B-RE-1613-N006,YIMBUN PK DOG OFF LEASH AREA,30777,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.5738,153.073,507243,6950000,200480901
RUNCORN,SUNNYBANK,D0664,YIMBUN PARK,B-RE-1613-N006,YIMBUN PK DOG OFF LEASH AREA,36812,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.5747,153.076,507458,6949900,200483660
NORTHGATE,KEDRON,D0577,BENELONG PARK,B-RE-1615-N003,BENELONG PK PLAYGROUND,4366,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.405,153.041,504009,6968710,200471861
RUNCORN,SUNNYBANK,D0576,YUGARAPUL PARK,B-RE-1616-N003,YUGARAPUL PK BIKEWAY NETWORK,36945,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5776,153.075,507424,6949590,200483725
RUNCORN,SUNNYBANK,D0576,YUGARAPUL PARK,B-RE-1616-N003,YUGARAPUL PK BIKEWAY NETWORK,44441,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5757,153.075,507443,6949800,200487380
RUNCORN,SUNNYBANK,D0572,LES ATKINSON PARK,B-RE-1620-N007,PENDANA PLAYGROUND (WOFF ST),31156,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5854,153.057,505650,6948730,200481100
RUNCORN,SUNNYBANK,D0572,LES ATKINSON PARK,B-RE-1620-N008,LES ATKINSON PK (WETLANDS) PICNIC AREA,48570,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.5833,153.053,505221,6948960,200488721
RUNCORN,SUNNYBANK,D0572,LES ATKINSON PARK,B-RE-1620-N012,BEENLEIGH RD PICNIC AREA,31155,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5832,153.052,505119,6948970,200481099
RUNCORN,SUNNYBANK,D0572,LES ATKINSON PARK,B-RE-1620-N017,BEENLEIGH RD ACTIVITY SPACE & FITNESS STATION,115220,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5828,153.052,505088,6949010,200522174
MOOROOKA,ACACIA RIDGE,D0570,C.A.O SULLIVAN PARK,B-RE-1622-N010,BEAUDESERT RD BASKETBALL & SKATE FACILITY,31145,BUBBLER/DRINKING FOUNTAIN,BUBBLER - DISABLED ACCESS,-27.5856,153.026,502569,6948700,200481093
MOOROOKA,ACACIA RIDGE,D0570,C.A.O SULLIVAN PARK,B-RE-1622-N011,WRAY ST PICNIC AREA,173552,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5867,153.024,502394,6948570,200556734
MOOROOKA,ACACIA RIDGE,D0570,C.A.O SULLIVAN PARK,B-RE-1622-N013,BALANCE OF PARK,173385,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5868,153.025,502476,6948560,200556594
MOOROOKA,ACACIA RIDGE,D0569,NORMA CROKER PARK,B-RE-1623-N003,BALANCE OF PARK,31138,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5862,153.015,501440,6948640,200481090
MOOROOKA,ACACIA RIDGE,D0568,GRENIER PARK,B-RE-1624-N003,GRENIER PK PLAYGROUND,41136,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER,-27.5795,153.019,501894,6949370,200485985
FOREST LAKE,INALA,D0567,KEV HOOPER MEMORIAL PARK,B-RE-1625-N004,OLD INALA HALL,31124,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5899,152.976,497671,6948220,200481086
FOREST LAKE,INALA,D0567,KEV HOOPER MEMORIAL PARK,B-RE-1625-N008,VIETNAMESE REFUGEE MONUMENT (FREEDOM PLACE),191306,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.5902,152.977,497695,6948190,200568963
FOREST LAKE,INALA,D0566,ELIZABETH BRUCE PLAYGROUND PARK,B-RE-1626-N003,ROBINIA ST SPORTING FACILITY,21412,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5833,152.971,497135,6948950,100083534
FOREST LAKE,INALA,D0566,ELIZABETH BRUCE PLAYGROUND PARK,B-RE-1626-N003,ROBINIA ST SPORTING FACILITY,131103,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5837,152.972,497211,6948920,200532861
FOREST LAKE,INALA,D0565,MCEWAN PARK,B-RE-1627-N001,FREDERICK COOKMAN PLACE PLAYGROUND,130466,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,-27.5909,152.961,496180,6948110,200532358
FOREST LAKE,RICHLANDS,D0564,C.J.GREENFIELD COMPLEX PARK,B-RE-1628-N002,KIMBERLEY ST DOG OFF LEASH AREA (C J GREENFIELD),50753,BUBBLER/DRINKING FOUNTAIN,TAP & BUBBLER WITH DOG BOWL,-27.5784,152.967,496788,6949500,100117877
FOREST LAKE,RICHLANDS,D0564,C.J.GREENFIELD COMPLEX PARK,B-RE-1628-N003,C J GREENFIELD COMPLEX PICNIC AREA (FREEMAN RD),44027,BUBBLER/DRINKING FOUNTAIN,DISABLED ACCESS FOUNTAIN,-27.5795,152.966,496632,6949380,200487197
FOREST LAKE,RICHLANDS,D0564,C.J.GREENFIELD COMPLEX PARK,B-RE-1628-N006,WEST INALA JUNIOR RUGBY LEAGUE FACILITY,31104,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5799,152.964,496495,6949330,200481072
FOREST LAKE,RICHLANDS,D0564,C.J.GREENFIELD COMPLEX PARK,B-RE-1628-N008,BALANCE OF PARK,36927,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5786,152.967,496767,6949480,200483709
FOREST LAKE,RICHLANDS,D0564,C.J.GREENFIELD COMPLEX PARK,B-RE-1628-N008,BALANCE OF PARK,44033,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5787,152.967,496721,6949460,200487202
FOREST LAKE,RICHLANDS,D0564,C.J.GREENFIELD COMPLEX PARK,B-RE-1628-N009,C J GREENFIELD SPORTS COMPLEX CENTRAL PICNIC AREA,44025,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5791,152.965,496557,6949420,200487196
MOOROOKA,ACACIA RIDGE,D0563,MORTIMER ROAD PARK,B-RE-1629-N003,SOUTHS ACACIA NETBALL FACILITY,173163,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5768,153.017,501679,6949680,200556399
MOOROOKA,ACACIA RIDGE,D0563,MORTIMER ROAD PARK,B-RE-1629-N010,MORTIMER RD PICNIC AREA,173077,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5771,153.016,501606,6949650,200556326
MOOROOKA,ACACIA RIDGE,D0563,MORTIMER ROAD PARK,B-RE-1629-N013,MORTIMER RD DISTRICT PLAYGROUND,34003,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5779,153.017,501658,6949550,200482211
MOOROOKA,ACACIA RIDGE,D0563,MORTIMER ROAD PARK,B-RE-1629-N013,MORTIMER RD DISTRICT PLAYGROUND,173071,BUBBLER/DRINKING FOUNTAIN,DISABLED ACCESS DRINKING FOUNTAIN,-27.5775,153.017,501670,6949600,100088032
MACGREGOR,MACGREGOR,D0559,D.M.HENDERSON PARK,B-RE-1632-N015,GRANADILLA ST PLAYGROUND,191329,BUBBLER/DRINKING FOUNTAIN,BUBBLER & VANDAL PROOF TAP,-27.497,153.109,510735,6958510,200558818
MACGREGOR,MACGREGOR,D0559,D.M.HENDERSON PARK,B-RE-1632-N016,GRANADILLA ST DOG OFF LEASH AREA,45401,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.5695,153.072,507112,6950490,200487965
MACGREGOR,MACGREGOR,D0558,WHIPBIRD PARK,B-RE-1633-N005,MIMOSA & BULIMBA CK BUSHCARE GP RESTORATION SITE,183774,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5722,153.078,507689,6950180,200562414
MACGREGOR,UPPER MOUNT GRAVATT,D0556,MT GRAVATT PARK,B-RE-1635-N008,COMMUNITY HALL PLAYGROUND,29799,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5557,153.079,507820,6952020,200480496
MOOROOKA,SALISBURY,D0555,LILLIAN AVENUE PARK,B-RE-1636-N002,LILLIAN AV PLAYGROUND,15716,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP (ANTIVANDAL),-27.5557,153.038,503766,6952010,200475820
MOOROOKA,SALISBURY,D0554,ROSEBANK SQUARE,B-RE-1637-N004,ROSEBANK SQ PLAYGROUND,15683,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.5555,153.043,504242,6952030,200475805
MOOROOKA,SALISBURY,D0553,SALISBURY RECREATION RESERVE,B-RE-1638-N001,EVANS RD DOG OFF LEASH AREA,31074,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5462,153.037,503700,6953060,200481056
MOOROOKA,SALISBURY,D0553,SALISBURY RECREATION RESERVE,B-RE-1638-N001,EVANS RD DOG OFF LEASH AREA,52540,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5462,153.038,503707,6953060,100123725
MOOROOKA,SALISBURY,D0553,SALISBURY RECREATION RESERVE,B-RE-1638-N006,RUSS HALL PK SHARED PATHWAY & FITNESS STATIONS,25835,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5475,153.038,503756,6952920,200479146
MOOROOKA,SALISBURY,D0553,SALISBURY RECREATION RESERVE,B-RE-1638-N015,AINSWORTH ST PICNIC AREA,79891,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5505,153.037,503616,6952590,200504405
MOOROOKA,ROCKLEA,D0549,FRENEY STREET PARK,B-RE-1640-N002,FRENEY ST DOG OFF LEASH AREA,191897,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5526,153.017,501634,6952360,200569476
ENOGGERA,GAYTHORNE,D0612,BELLEVUE AVENUE PARK,B-RE-1642-N001,BELLEVUE AVE SHARED PATHWAY NETWORK,149478,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4105,152.985,498481,6968100,200542642
ENOGGERA,GAYTHORNE,D0612,BELLEVUE AVENUE PARK,B-RE-1642-N002,PROSPECT RD PICNIC AREA,149458,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4105,152.982,498207,6968090,200542622
RUNCORN,RUNCORN,D0608,BONEMILL ROAD PARK,B-RE-1646-N003,DEW ST JR CYCLE TRAINING CIRCUIT,36792,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5903,153.075,507360,6948180,200483648
COORPAROO,COORPAROO,D0603,LEICESTER STREET PARK,B-RE-1649-N003,LEICESTER ST PICNIC AREA,867,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4968,153.067,506641,6958530,200470542
CHANDLER,MANSFIELD,D0599,RON WOOLLEY PLACE,B-RE-1653-N005,TONES RD DOG OFF LEASH AREA,30738,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.5311,153.11,510834,6954740,200480883
PULLENVALE,ANSTEAD,D0709,ANSTEAD BUSHLAND RESERVE,B-RE-1655-N003,ANSTEAD QUARRY LOOKOUT,110128,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5459,152.855,485665,6953090,200518570
PULLENVALE,ANSTEAD,D0709,ANSTEAD BUSHLAND RESERVE,B-RE-1655-N004,ANSTEAD BUSHLAND RES PICNIC AREA,48295,BUBBLER/DRINKING FOUNTAIN,BUBBLER/TAP/DOG BOWL,-27.5432,152.861,486299,6953390,200488669
TENNYSON,CHELMER,D0707,TAYLOR BRIDGE RESERVE,B-RE-1656-N001,TAYLOR BRIDGE RESERVE PICNIC AREA,25688,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5062,152.973,497317,6957500,200479116
ENOGGERA,KEPERRA,D0706,DASH STREET PARK,B-RE-1657-N004,DUGGAN & DASH DOG OFF LEASH AREA,30114,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4088,152.955,495526,6968280,200480611
ENOGGERA,KEPERRA,D0706,DASH STREET PARK,B-RE-1657-N004,DUGGAN & DASH DOG OFF LEASH AREA,149062,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,-27.4092,152.956,495612,6968240,100092211
ENOGGERA,KEPERRA,D0706,DASH STREET PARK,B-RE-1657-N006,DUGGAN ST PICNIC AREA,149127,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.409,152.955,495541,6968260,200542405
ENOGGERA,KEPERRA,D0706,DASH STREET PARK,B-RE-1657-N007,DASH ST SHARED PATHWAY NETWORK,40942,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4096,152.955,495588,6968190,200485902
MACGREGOR,EIGHT MILE PLAINS,D0624,HOLMEAD PARK,B-RE-1659-N003,BALANCE OF PARK,98159,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4406,153.049,504835,6964760,200512420
MACGREGOR,EIGHT MILE PLAINS,D0624,HOLMEAD PARK,B-RE-1659-N004,HOLMEAD PK PLAYGROUND,98209,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5685,153.091,508984,6950590,200512442
MACGREGOR,EIGHT MILE PLAINS,D0624,HOLMEAD PARK,B-RE-1659-N005,HOLMEAD PK DOG OFF LEASH AREA,30745,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.5682,153.091,508998,6950620,200480887
MCDOWALL,CHERMSIDE WEST,D0616,RAVEN STREET RESERVE,B-RE-1667-N005,DOWNFALL CK SENSES TRAIL,31871,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.3891,153.005,500499,6970460,200481521
ENOGGERA,ENOGGERA,D0613,SHAND STREET PARK (NO.131),B-RE-1670-N003,SICKLEFIELD ST PLAYGROUND,40345,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.4179,152.998,499839,6967280,200485590
ENOGGERA,ENOGGERA,D0613,SHAND STREET PARK (NO.131),B-RE-1670-N004,BALANCE OF PARK,123358,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4124,152.998,499756,6967890,200528315
PULLENVALE,BELLBOWRIE,D0663,BOOKER PLACE PARK,B-RE-1671-N001,BELLBOWRIE SWIMMING POOL,122807,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5639,152.89,489148,6951100,200527839
PULLENVALE,BELLBOWRIE,D0663,BOOKER PLACE PARK,B-RE-1671-N008,BOOKER PLACE SKATE FACILITY,43582,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5646,152.892,489299,6951020,200487050
PULLENVALE,BELLBOWRIE,D0663,BOOKER PLACE PARK,B-RE-1671-N010,LIONS PK PICNIC AREA,41377,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5616,152.893,489476,6951360,200486094
PULLENVALE,BELLBOWRIE,D0663,BOOKER PLACE PARK,B-RE-1671-N011,DISTRICT PLAYGROUND PICNIC AREA (BIRKIN RD),28925,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5624,152.894,489549,6951270,200480362
PULLENVALE,BELLBOWRIE,D0663,BOOKER PLACE PARK,B-RE-1671-N014,BOOKER PL PK DOG OFF LEASH AREA (BIRKIN RD),14442,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5626,152.894,489515,6951250,200475367
PULLENVALE,BELLBOWRIE,D0663,BOOKER PLACE PARK,B-RE-1671-N014,BOOKER PL PK DOG OFF LEASH AREA (BIRKIN RD),43576,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.5629,152.894,489523,6951220,200487048
PULLENVALE,BELLBOWRIE,D0663,BOOKER PLACE PARK,B-RE-1671-N015,SUGARWOOD RD PLAYGROUND,41384,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5651,152.892,489295,6950960,200486097
MCDOWALL,CHERMSIDE WEST,D0662,KENNA STREET PARK,B-RE-1672-N004,EVERTON DISTRICTS CRICKET FACILITY,34297,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.379,153.008,500831,6971580,200482299
MCDOWALL,CHERMSIDE WEST,D0662,KENNA STREET PARK,B-RE-1672-N005,JOHN GOSS RES (MAUNDRELL TCE) DOG OFF LEASH AREA,166772,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.3785,153.012,501229,6971640,200552042
MCDOWALL,CHERMSIDE WEST,D0662,KENNA STREET PARK,B-RE-1672-N005,JOHN GOSS RES (MAUNDRELL TCE) DOG OFF LEASH AREA,166776,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.3783,153.013,501240,6971660,200552046
MCDOWALL,CHERMSIDE WEST,D0662,KENNA STREET PARK,B-RE-1672-N008,JOHN GOSS RES (MAUNDRELL TCE) PICNIC AREA,167336,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.3789,153.013,501270,6971600,200552350
MCDOWALL,CHERMSIDE WEST,D0662,KENNA STREET PARK,B-RE-1672-N008,JOHN GOSS RES (MAUNDRELL TCE) PICNIC AREA,180392,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.3787,153.013,501272,6971610,200560402
CHANDLER,MANSFIELD,D0661,TILLACK PARK,B-RE-1673-N001,BLACKBERRY ST PICNIC AREA (SOUTH),192692,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.5225,153.102,510092,6955680,200570194
CHANDLER,MANSFIELD,D0661,TILLACK PARK,B-RE-1673-N006,BALANCE OF PARK,39963,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.5227,153.102,510038,6955660,200485359
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,B-RE-1674-N001,CANTERBURY PK DOG OFF LEASH AREA,61614,BUBBLER/DRINKING FOUNTAIN,TWO TAPS,-27.3037,153.013,501306,6979920,200496422
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,B-RE-1674-N001,CANTERBURY PK DOG OFF LEASH AREA,77752,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.3045,153.007,500709,6979840,200502816
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,B-RE-1674-N002,BALD HILLS JR CRICKET CLUB FACILITY,77733,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3062,153.007,500738,6979650,200502799
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,B-RE-1674-N003,RUSH WORTH ST PICNIC AREA,31817,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.3061,153.009,500875,6979660,200481500
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,B-RE-1674-N005,CANTERBURY PK BIKEWAY & PATH NETWORK,77786,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.3038,153.009,500846,6979910,200502848
BRACKEN RIDGE,BALD HILLS,D0660,CANTERBURY PARK,B-RE-1674-N005,CANTERBURY PK BIKEWAY & PATH NETWORK,77791,BUBBLER/DRINKING FOUNTAIN,"BUBBLER, TAP & DOG BOWL",-27.3048,153.008,500828,6979800,200502853
WYNNUM MANLY,WYNNUM WEST,D0658,KIANAWAH ROAD PARK (NO.330),B-RE-1676-N002,ROPLEY RD PICNIC AREA,180034,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4577,153.147,514482,6962860,200560247
WYNNUM MANLY,WYNNUM WEST,D0658,KIANAWAH ROAD PARK (NO.330),B-RE-1676-N003,ROPLEY RD DISTRICT PLAYGROUND,180051,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAPS,-27.4577,153.147,514527,6962860,200560263
WYNNUM MANLY,WYNNUM WEST,D0658,KIANAWAH ROAD PARK (NO.330),B-RE-1676-N009,BAYSIDE MODEL STEAM RAILWAY FACILITY,45631,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4608,153.148,514603,6962510,200488135
WYNNUM MANLY,WYNNUM WEST,D0658,KIANAWAH ROAD PARK (NO.330),B-RE-1676-N014,ROPLEY RD TOILET,180004,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4573,153.147,514535,6962910,200560228
JAMBOREE,MOUNT OMMANEY,D0653,WILSONS WALKWAY,B-RE-1679-N002,MT OMMANEY (BRISBANE RIVER) WALKWAY,187776,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.5382,152.93,493045,6953950,200565916
JAMBOREE,MOUNT OMMANEY,D0653,WILSONS WALKWAY,B-RE-1679-N002,MT OMMANEY (BRISBANE RIVER) WALKWAY,187809,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.5434,152.926,492691,6953370,200565948
WYNNUM MANLY,MANLY,D0518,GEORGE CLAYTON PARK,B-RE-1684-N001,GEORGE CLAYTON PK PICNIC AREA (NEAR CENTRAL DRAIN),15272,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,-27.4465,153.186,518331,6964090,200475669
WYNNUM MANLY,MANLY,D0518,GEORGE CLAYTON PARK,B-RE-1684-N003,GEORGE CLAYTON PK PATHWAY NETWORK,4449,BUBBLER/DRINKING FOUNTAIN,PATH BUBBLER,-27.4461,153.184,518133,6964140,200471895
WYNNUM MANLY,MANLY,D0518,GEORGE CLAYTON PARK,B-RE-1684-N007,UPPER ESP CAR PARKING,44182,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4468,153.185,518241,6964060,200487245
WYNNUM MANLY,MANLY,D0517,BAYSIDE PARK,B-RE-1685-N002,BALANCE OF PARK,75987,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4523,153.187,518449,6963450,200502278
WYNNUM MANLY,MANLY,D0517,BAYSIDE PARK,B-RE-1685-N002,BALANCE OF PARK,76005,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4532,153.187,518445,6963350,200502294
WYNNUM MANLY,MANLY,D0517,BAYSIDE PARK,B-RE-1685-N002,BALANCE OF PARK,76037,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4528,153.187,518512,6963400,200502320
WYNNUM MANLY,MANLY,D0517,BAYSIDE PARK,B-RE-1685-N004,BAYSIDE PK PICNIC AREA,44130,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4521,153.187,518512,6963470,200487234
WYNNUM MANLY,MANLY,D0517,BAYSIDE PARK,B-RE-1685-N005,BAYSIDE PK SHARED PATHWAY NETWORK,75965,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4512,153.187,518435,6963570,200502258
WYNNUM MANLY,WYNNUM,D0516,ELANORA PARK,B-RE-1686-N012,ELANORA PK DOG OFF LEASH AREA,51256,BUBBLER/DRINKING FOUNTAIN,BUBBLER TAP & DOG BOWL,-27.4277,153.169,516656,6966180,100118864
WYNNUM MANLY,WYNNUM,D0516,ELANORA PARK,B-RE-1686-N012,ELANORA PK DOG OFF LEASH AREA,163513,BUBBLER/DRINKING FOUNTAIN,BUBBLER 2 TAPS & DOG BOWL,-27.4265,153.168,516560,6966310,200549895
